,img_name,defect_class
270,ethiopia-ethHeirloom-washed-normal-9-18.png,normal
271,ethiopia-ethHeirloom-washed-normal-7-21.png,normal
272,ethiopia-ethHeirloom-washed-normal-10-4.png,normal
273,ethiopia-ethHeirloom-washed-normal-14-12.png,normal
274,ethiopia-ethHeirloom-washed-normal-3-8.png,normal
275,ethiopia-ethHeirloom-washed-normal-3-9.png,normal
276,ethiopia-ethHeirloom-washed-normal-14-13.png,normal
277,ethiopia-ethHeirloom-washed-normal-10-5.png,normal
278,ethiopia-ethHeirloom-washed-normal-7-20.png,normal
279,ethiopia-ethHeirloom-washed-normal-9-19.png,normal
280,ethiopia-ethHeirloom-washed-normal-0-15.png,normal
281,ethiopia-ethHeirloom-washed-normal-12-7.png,normal
282,ethiopia-ethHeirloom-washed-normal-9-2.png,normal
283,ethiopia-ethHeirloom-washed-normal-5-19.png,normal
284,ethiopia-ethHeirloom-washed-normal-2-10.png,normal
285,ethiopia-ethHeirloom-washed-normal-14-1.png,normal
286,ethiopia-ethHeirloom-washed-normal-11-23.png,normal
287,ethiopia-ethHeirloom-washed-normal-18-13.png,normal
288,ethiopia-ethHeirloom-washed-normal-16-3.png,normal
289,ethiopia-ethHeirloom-washed-normal-16-16.png,normal
290,ethiopia-ethHeirloom-washed-normal-16-14.png,normal
291,ethiopia-ethHeirloom-washed-normal-16-1.png,normal
292,ethiopia-ethHeirloom-washed-normal-11-21.png,normal
293,ethiopia-ethHeirloom-washed-normal-18-11.png,normal
294,ethiopia-ethHeirloom-washed-normal-14-3.png,normal
295,ethiopia-ethHeirloom-washed-normal-2-12.png,normal
296,ethiopia-ethHeirloom-washed-normal-9-0.png,normal
297,ethiopia-ethHeirloom-washed-normal-12-5.png,normal
298,ethiopia-ethHeirloom-washed-normal-1-9.png,normal
299,ethiopia-ethHeirloom-washed-normal-0-17.png,normal
300,ethiopia-ethHeirloom-washed-normal-7-22.png,normal
301,ethiopia-ethHeirloom-washed-normal-13-18.png,normal
302,ethiopia-ethHeirloom-washed-normal-14-11.png,normal
303,ethiopia-ethHeirloom-washed-normal-10-7.png,normal
304,ethiopia-ethHeirloom-washed-normal-13-24.png,normal
305,ethiopia-ethHeirloom-washed-normal-10-6.png,normal
306,ethiopia-ethHeirloom-washed-normal-13-19.png,normal
307,ethiopia-ethHeirloom-washed-normal-14-10.png,normal
308,ethiopia-ethHeirloom-washed-normal-7-23.png,normal
309,ethiopia-ethHeirloom-washed-normal-0-16.png,normal
310,ethiopia-ethHeirloom-washed-normal-1-8.png,normal
311,ethiopia-ethHeirloom-washed-normal-12-4.png,normal
312,ethiopia-ethHeirloom-washed-normal-9-1.png,normal
313,ethiopia-ethHeirloom-washed-normal-2-13.png,normal
314,ethiopia-ethHeirloom-washed-normal-14-2.png,normal
315,ethiopia-ethHeirloom-washed-normal-18-10.png,normal
316,ethiopia-ethHeirloom-washed-normal-11-20.png,normal
317,ethiopia-ethHeirloom-washed-normal-16-0.png,normal
318,ethiopia-ethHeirloom-washed-normal-16-15.png,normal
319,ethiopia-ethHeirloom-washed-normal-11-24.png,normal
320,ethiopia-ethHeirloom-washed-normal-18-14.png,normal
321,ethiopia-ethHeirloom-washed-normal-5-8.png,normal
322,ethiopia-ethHeirloom-washed-normal-11-18.png,normal
323,ethiopia-ethHeirloom-washed-normal-16-11.png,normal
324,ethiopia-ethHeirloom-washed-normal-16-4.png,normal
325,ethiopia-ethHeirloom-washed-normal-14-6.png,normal
326,ethiopia-ethHeirloom-washed-normal-9-5.png,normal
327,ethiopia-ethHeirloom-washed-normal-5-22.png,normal
328,ethiopia-ethHeirloom-washed-normal-2-17.png,normal
329,ethiopia-ethHeirloom-washed-normal-12-0.png,normal
330,ethiopia-ethHeirloom-washed-normal-0-12.png,normal
331,ethiopia-ethHeirloom-washed-normal-9-22.png,normal
332,ethiopia-ethHeirloom-washed-normal-13-21.png,normal
333,ethiopia-ethHeirloom-washed-normal-14-14.png,normal
334,ethiopia-ethHeirloom-washed-normal-10-2.png,normal
335,ethiopia-ethHeirloom-washed-normal-10-3.png,normal
336,ethiopia-ethHeirloom-washed-normal-14-15.png,normal
337,ethiopia-ethHeirloom-washed-normal-13-20.png,normal
338,ethiopia-ethHeirloom-washed-normal-9-23.png,normal
339,ethiopia-ethHeirloom-washed-normal-0-13.png,normal
340,ethiopia-ethHeirloom-washed-normal-12-1.png,normal
341,ethiopia-ethHeirloom-washed-normal-2-16.png,normal
342,ethiopia-ethHeirloom-washed-normal-5-23.png,normal
343,ethiopia-ethHeirloom-washed-normal-9-4.png,normal
344,ethiopia-ethHeirloom-washed-normal-14-7.png,normal
345,ethiopia-ethHeirloom-washed-normal-11-19.png,normal
346,ethiopia-ethHeirloom-washed-normal-16-5.png,normal
347,ethiopia-ethHeirloom-washed-normal-16-10.png,normal
348,ethiopia-ethHeirloom-washed-normal-5-9.png,normal
349,ethiopia-ethHeirloom-washed-normal-18-15.png,normal
350,ethiopia-ethHeirloom-washed-normal-18-17.png,normal
351,ethiopia-ethHeirloom-washed-normal-16-12.png,normal
352,ethiopia-ethHeirloom-washed-normal-16-7.png,normal
353,ethiopia-ethHeirloom-washed-normal-18-8.png,normal
354,ethiopia-ethHeirloom-washed-normal-7-9.png,normal
355,ethiopia-ethHeirloom-washed-normal-14-5.png,normal
356,ethiopia-ethHeirloom-washed-normal-9-6.png,normal
357,ethiopia-ethHeirloom-washed-normal-5-21.png,normal
358,ethiopia-ethHeirloom-washed-normal-2-14.png,normal
359,ethiopia-ethHeirloom-washed-normal-12-3.png,normal
360,ethiopia-ethHeirloom-washed-normal-7-24.png,normal
361,ethiopia-ethHeirloom-washed-normal-9-21.png,normal
362,ethiopia-ethHeirloom-washed-normal-7-18.png,normal
363,ethiopia-ethHeirloom-washed-normal-0-11.png,normal
364,ethiopia-ethHeirloom-washed-normal-13-22.png,normal
365,ethiopia-ethHeirloom-washed-normal-10-1.png,normal
366,ethiopia-ethHeirloom-washed-normal-14-17.png,normal
367,ethiopia-ethHeirloom-washed-normal-14-16.png,normal
368,ethiopia-ethHeirloom-washed-normal-10-0.png,normal
369,ethiopia-ethHeirloom-washed-normal-13-23.png,normal
370,ethiopia-ethHeirloom-washed-normal-7-19.png,normal
371,ethiopia-ethHeirloom-washed-normal-0-10.png,normal
372,ethiopia-ethHeirloom-washed-normal-9-20.png,normal
373,ethiopia-ethHeirloom-washed-normal-12-2.png,normal
374,ethiopia-ethHeirloom-washed-normal-2-15.png,normal
375,ethiopia-ethHeirloom-washed-normal-5-20.png,normal
376,ethiopia-ethHeirloom-washed-normal-9-7.png,normal
377,ethiopia-ethHeirloom-washed-normal-14-4.png,normal
378,ethiopia-ethHeirloom-washed-normal-7-8.png,normal
379,ethiopia-ethHeirloom-washed-normal-18-9.png,normal
380,ethiopia-ethHeirloom-washed-normal-16-6.png,normal
381,ethiopia-ethHeirloom-washed-normal-16-13.png,normal
382,ethiopia-ethHeirloom-washed-normal-18-16.png,normal
383,ethiopia-ethHeirloom-washed-normal-11-7.png,normal
384,ethiopia-ethHeirloom-washed-normal-6-16.png,normal
385,ethiopia-ethHeirloom-washed-normal-8-13.png,normal
386,ethiopia-ethHeirloom-washed-normal-1-23.png,normal
387,ethiopia-ethHeirloom-washed-normal-15-19.png,normal
388,ethiopia-ethHeirloom-washed-normal-13-5.png,normal
389,ethiopia-ethHeirloom-washed-normal-12-10.png,normal
390,ethiopia-ethHeirloom-washed-normal-0-9.png,normal
391,ethiopia-ethHeirloom-washed-normal-15-3.png,normal
392,ethiopia-ethHeirloom-washed-normal-10-15.png,normal
393,ethiopia-ethHeirloom-washed-normal-19-19.png,normal
394,ethiopia-ethHeirloom-washed-normal-17-20.png,normal
395,ethiopia-ethHeirloom-washed-normal-8-0.png,normal
396,ethiopia-ethHeirloom-washed-normal-17-1.png,normal
397,ethiopia-ethHeirloom-washed-normal-4-13.png,normal
398,ethiopia-ethHeirloom-washed-normal-4-12.png,normal
399,ethiopia-ethHeirloom-washed-normal-17-0.png,normal
400,ethiopia-ethHeirloom-washed-normal-8-1.png,normal
401,ethiopia-ethHeirloom-washed-normal-17-21.png,normal
402,ethiopia-ethHeirloom-washed-normal-19-18.png,normal
403,ethiopia-ethHeirloom-washed-normal-10-14.png,normal
404,ethiopia-ethHeirloom-washed-normal-15-2.png,normal
405,ethiopia-ethHeirloom-washed-normal-19-24.png,normal
406,ethiopia-ethHeirloom-washed-normal-15-24.png,normal
407,ethiopia-ethHeirloom-washed-normal-0-8.png,normal
408,ethiopia-ethHeirloom-washed-normal-13-4.png,normal
409,ethiopia-ethHeirloom-washed-normal-15-18.png,normal
410,ethiopia-ethHeirloom-washed-normal-12-11.png,normal
411,ethiopia-ethHeirloom-washed-normal-1-22.png,normal
412,ethiopia-ethHeirloom-washed-normal-8-12.png,normal
413,ethiopia-ethHeirloom-washed-normal-6-17.png,normal
414,ethiopia-ethHeirloom-washed-normal-11-6.png,normal
415,ethiopia-ethHeirloom-washed-normal-11-4.png,normal
416,ethiopia-ethHeirloom-washed-normal-2-8.png,normal
417,ethiopia-ethHeirloom-washed-normal-6-15.png,normal
418,ethiopia-ethHeirloom-washed-normal-1-20.png,normal
419,ethiopia-ethHeirloom-washed-normal-8-10.png,normal
420,ethiopia-ethHeirloom-washed-normal-12-13.png,normal
421,ethiopia-ethHeirloom-washed-normal-13-6.png,normal
422,ethiopia-ethHeirloom-washed-normal-10-16.png,normal
423,ethiopia-ethHeirloom-washed-normal-15-0.png,normal
424,ethiopia-ethHeirloom-washed-normal-17-23.png,normal
425,ethiopia-ethHeirloom-washed-normal-8-3.png,normal
426,ethiopia-ethHeirloom-washed-normal-17-2.png,normal
427,ethiopia-ethHeirloom-washed-normal-3-19.png,normal
428,ethiopia-ethHeirloom-washed-normal-4-10.png,normal
429,ethiopia-ethHeirloom-washed-normal-3-24.png,normal
430,ethiopia-ethHeirloom-washed-normal-3-18.png,normal
431,ethiopia-ethHeirloom-washed-normal-4-11.png,normal
432,ethiopia-ethHeirloom-washed-normal-17-3.png,normal
433,ethiopia-ethHeirloom-washed-normal-8-2.png,normal
434,ethiopia-ethHeirloom-washed-normal-17-22.png,normal
435,ethiopia-ethHeirloom-washed-normal-15-1.png,normal
436,ethiopia-ethHeirloom-washed-normal-10-17.png,normal
437,ethiopia-ethHeirloom-washed-normal-12-12.png,normal
438,ethiopia-ethHeirloom-washed-normal-13-7.png,normal
439,ethiopia-ethHeirloom-washed-normal-8-11.png,normal
440,ethiopia-ethHeirloom-washed-normal-1-21.png,normal
441,ethiopia-ethHeirloom-washed-normal-6-14.png,normal
442,ethiopia-ethHeirloom-washed-normal-2-9.png,normal
443,ethiopia-ethHeirloom-washed-normal-11-5.png,normal
444,ethiopia-ethHeirloom-washed-normal-11-1.png,normal
445,ethiopia-ethHeirloom-washed-normal-8-15.png,normal
446,ethiopia-ethHeirloom-washed-normal-1-19.png,normal
447,ethiopia-ethHeirloom-washed-normal-6-10.png,normal
448,ethiopia-ethHeirloom-washed-normal-15-23.png,normal
449,ethiopia-ethHeirloom-washed-normal-13-3.png,normal
450,ethiopia-ethHeirloom-washed-normal-12-16.png,normal
